node   1  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
          ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334) ( 414,  414) ( 334,  334)
         
node   3 sent_total 167420  recv_total 166812

node   4  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (  17,    0) (  33,   33) (   0,   17) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) ( 105,   31)
          ( 129,  107) (  22,   44) ( 129,  129) (  22,   22) ( 129,  129) (  22,   22) ( 129,  129) (  22,   22) ( 129,  129) (  22,   22)
          ( 129,  129) (  22,   22) ( 129,  129) (  22,   22) ( 129,  129) (  22,   22) ( 129,  129) (  22,   22) ( 129,  129) (  22,   22)
          ( 129,  129) (  22,   22) ( 129,  129) (  22,   22) ( 129,  129) (  22,   22) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   4 sent_total   2118  recv_total   2044

node   5  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (  35,    0) (  23,   23) (   0,   35) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (  50,    2) (  37,   37)
          (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (  37,   37)
          (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (  37,   37)
          (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (  37,   37) (  89,   89) (   0,    0) (  74,   52) (   0,    0)
          (  74,   52) (   0,    0) (  74,   52) (   0,    0) (  74,   52) (   0,    0) (  74,   52) (   0,    0) (  74,   52) (   0,    0)
          (  74,   52) (   0,    0) (  74,   52) (   0,    0) (  74,   52) (   0,    0) (  74,   52) (   0,    0) (  94,   72) ( 170,   38)
          ( 232,  114) ( 179,  142) ( 214,  232) ( 179,  179) ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179)
          ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179)
          ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 215,  215) ( 179,  179) ( 214,  214) ( 179,  179)
          ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 214,  214) ( 179,  179) ( 216,  216) ( 177,  138) ( 210,  147) ( 177,  138)
          ( 210,  147) ( 177,  138) ( 210,  147) ( 177,  138) ( 210,  147) ( 177,  138) ( 210,  147) ( 177,  138) ( 210,  147) ( 177,  138)
          ( 210,  147) ( 177,  138) ( 210,  147) ( 177,  138) ( 210,  147) ( 177,  138) ( 210,  147) ( 357,  186) ( 360,  231) ( 264,  330)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
          ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264) ( 387,  387) ( 264,  264)
         
node   5 sent_total 141981  recv_total 140168

node   6  (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
